task_id,mcp_ids
272,"[15, 225, 367, 459, 774, 782, 797, 962, 1013, 1102, 1309]"
273,"[5233, 5210, 5213, 3654, 5234, 5235, 5236, 663, 2991, 5180, 365]"
274,"[369, 1748, 1764, 4311, 843, 4012, 5372, 488, 3826, 65, 214]"
275,"[5118, 5184, 5220, 3706, 4017, 3137, 4798, 5295, 1857, 5259, 5382, 4378, 214, 2920, 4379, 4958, 4499]"
276,"[2651, 1740, 1763, 1354, 2019, 4776, 918, 427, 913, 1667, 5450, 5455]"
277,"[34, 2561, 3716, 81, 371, 2339, 2889, 3711, 3981, 4241, 5295, 4798, 5049, 4106, 252, 3787, 4969]"
278,"[4801, 4573, 4084, 4894, 849, 1954, 2445, 3779, 4615, 4909, 97, 4584, 2805, 3913, 5324, 1880, 1399, 3170]"
279,"[3375, 4664, 4858, 4314, 622, 702, 1542, 1546, 2634, 3192, 1102]"
280,"[5118, 5184, 5220, 3706, 4017, 3137, 976, 977, 3979, 156, 797, 2851]"
281,"[5373, 239, 41, 432, 3939, 4387, 4570, 4572, 4675, 5545]"
282,"[247, 260, 4721, 1376, 2302, 4702, 1213, 1226, 2265, 4648, 4919]"
283,"[59, 741, 13, 17, 19, 21, 22, 25, 27, 30, 743, 742]"
284,"[2651, 1740, 1763, 1354, 4776, 2019, 918, 1667, 2414, 2711, 4584]"
285,"[5185, 5290, 1689, 2187, 1400, 2213, 2765, 3068, 4021, 1870, 351, 2484, 2138, 855]"
286,"[4021, 1870, 4907, 1068, 580, 3834, 4442, 1134, 1137, 1439, 12, 2805]"
287,"[59, 39, 589, 2205, 2440, 2692, 2736, 2770, 2915, 3319, 742, 741, 743]"
288,"[9, 10, 11, 14, 23, 24, 26, 29, 31, 42, 4898]"
289,"[616, 2430, 2441, 1390, 1936, 3588, 876, 428, 632, 678, 5440, 5000, 4316, 803, 2271, 3397, 5226, 1727]"
290,"[5159, 1589, 3157, 311, 1296, 3019, 2517, 2530, 1208, 4799, 2920, 4166]"
291,"[5133, 1801, 3886, 4608, 92, 4828, 1423, 1537, 2287, 2822, 3397, 3279]"
292,"[244, 2017, 4478, 1494, 1575, 1628, 2872, 3280, 4991, 5029, 2183, 2851, 1420]"
293,"[247, 260, 4702, 4721, 2302, 858, 1213, 2609, 2906, 2993, 4584]"
294,"[436, 2041, 136, 137, 226, 2084, 5088, 4273, 2042, 2045, 3826, 104, 2816]"
295,"[633, 634, 635, 638, 4056, 5122, 3041, 232, 468, 3655, 1309]"
296,"[977, 3979, 662, 2247, 3346, 3166, 4309, 1339, 1487, 4331, 214]"
297,"[2461, 4111, 5425, 34, 2561, 4969, 139, 900, 3325, 4115, 441, 3691]"
298,"[1904, 2134, 3604, 2126, 3409, 460, 1057, 2029, 5547, 5548, 1905, 1391, 4897, 3126, 178, 5570, 928, 2303]"
299,"[1904, 2134, 3604, 2126, 3409, 460, 1057, 2029, 5547, 5548, 4919]"
300,"[167, 2072, 3249, 3710, 3254, 2004, 1533, 2064, 5333, 2005, 560, 1880, 1399, 2805, 170, 4889, 4371, 3170]"
301,"[4419, 819, 3087, 739, 3166, 232, 4462, 2461, 5256, 182, 418, 326, 4906, 4638, 1239, 97, 4584, 3913]"
302,"[1037, 45, 336, 343, 592, 1018, 1701, 1945, 1947, 2059, 214]"
303,"[3335, 4814, 4775, 3974, 61, 1315, 2828, 3633, 2158, 968, 214, 1018, 4218]"
304,"[4137, 3151, 1126, 1698, 3734, 4675, 991, 3467, 2032, 1885, 4919, 983, 4403, 3235]"
305,"[4646, 706, 3982, 53, 1674, 4645, 4903, 5397, 4527, 474, 4327, 196, 324, 2327]"
306,"[2041, 136, 137, 226, 2084, 5088, 4273, 2042, 2045, 1878, 104, 2816]"
307,"[3817, 5641, 116, 2931, 3420, 463, 2152, 3243, 3657, 4164]"
308,"[858, 1226, 1642, 2081, 2265, 2600, 2609, 2906, 2942, 2993, 782, 5049, 326, 4906, 214, 15]"
309,"[5159, 1589, 3157, 311, 1296, 3019, 2517, 2530, 1208, 5201, 3324, 3021, 4378, 214, 4379, 2238, 277, 4957]"
310,"[2845, 2518, 1199, 1196, 867, 3700, 4046, 267, 932, 866, 5, 1156, 207, 1073, 4797]"
311,"[5201, 5202, 3978, 3981, 4070, 1563, 1566, 1570, 1571, 1572, 3547, 343, 5559]"
312,"[5233, 5210, 3654, 5234, 5235, 5236, 663, 2991, 5180, 5212, 365]"
313,"[2845, 2518, 1196, 1199, 867, 3700, 4046, 267, 932, 866, 2389, 1073, 2183]"
314,"[4624, 822, 2279, 5360, 3091, 4622, 1917, 4627, 2749, 4623, 3657]"
315,"[6, 8, 64, 70, 87, 124, 127, 128, 132, 159, 1616, 4403, 5336, 905, 717]"
316,"[2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362, 2748, 1391, 1879, 1684, 5110, 4188, 1817, 2461]"
317,"[2799, 3397, 4653, 5238, 5239, 45, 336, 343, 592, 1701, 2635, 3612, 5382, 2726, 1730, 1025]"
318,"[3716, 81, 371, 2339, 2889, 3711, 3981, 4241, 4652, 3026, 5295, 4798, 4106, 252, 4969]"
319,"[65, 199, 1088, 1209, 1891, 2227, 2969, 3528, 3532, 4314, 1824]"
320,"[5029, 657, 775, 975, 1011, 1078, 1563, 1698, 2094, 3132, 2601, 3798, 560, 1862, 2629, 4638]"
321,"[4241, 4652, 3026, 1381, 645, 1415, 2352, 3941, 4969, 26, 5295, 4798, 4897]"
322,"[474, 846, 848, 2051, 2450, 3097, 3293, 3313, 3396, 3536, 4584]"
323,"[3166, 232, 4462, 5256, 182, 236, 977, 1206, 1549, 2807, 4877]"
324,"[5133, 1801, 3886, 4608, 92, 4828, 1423, 1537, 2287, 2822, 3397, 3279]"
325,"[2121, 2122, 2123, 612, 2456, 49, 277, 679, 5247, 5604, 2726, 1730, 1025, 310, 2805]"
326,"[5233, 5210, 3654, 5235, 5236, 663, 2991, 5180, 5212, 5215, 365]"
327,"[325, 1216, 5450, 4213, 5588, 5590, 31, 1809, 3036, 3200, 214]"
328,"[633, 634, 635, 638, 5122, 3041, 468, 3655, 4462, 219, 1309]"
329,"[2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362, 2748, 4584]"
330,"[2651, 1740, 1763, 1354, 2019, 4776, 918, 427, 913, 1667, 4897]"
331,"[901, 4011, 4476, 1316, 2230, 2732, 3634, 3788, 39, 589, 968, 3335]"
332,"[427, 913, 1787, 2414, 2650, 2711, 2829, 5005, 5055, 239, 214]"
333,"[632, 4785, 678, 825, 876, 1251, 1257, 1771, 2700, 4804, 3547]"
334,"[1545, 2782, 4899, 3571, 146, 204, 245, 272, 394, 439, 4263, 865]"
335,"[3375, 4664, 4858, 4314, 622, 1546, 2634, 4035, 5392, 5393, 5428, 5090, 968, 4768, 2482, 447, 1396, 4897]"
336,"[21, 22, 25, 27, 30, 32, 33, 35, 36, 37, 5074, 4311]"
337,"[4788, 5070, 2493, 4568, 4555, 5255, 3423, 1473, 3319, 810, 4403, 4320, 5336, 905, 4316, 908, 1950, 3790]"
338,"[1527, 5608, 14, 20, 26, 29, 38, 40, 42, 43, 5593, 2682, 1106, 4326]"
339,"[14, 20, 23, 24, 29, 36, 37, 38, 39, 40, 214, 4897]"
340,"[2748, 4188, 645, 1084, 1391, 1446, 1684, 1807, 1817, 2024, 4584]"
341,"[5256, 182, 236, 1206, 1549, 2807, 2857, 3522, 3883, 4172, 4311, 4166, 2107, 2685, 886]"
342,"[4111, 5425, 4969, 139, 900, 3325, 4115, 386, 1102, 1731, 441, 3691]"
343,"[2265, 2600, 2609, 2906, 2993, 4648, 5324, 1226, 1642, 2081, 214]"
344,"[1527, 5608, 1701, 1945, 1947, 2059, 2338, 2601, 2994, 3079, 4919, 5593, 983, 2107]"
345,"[265, 323, 704, 707, 820, 1117, 1691, 1714, 2747, 2752, 5128, 3721, 3720, 5450, 5455, 1369]"
346,"[4624, 822, 2279, 5360, 3091, 4622, 1917, 4627, 4623, 1863, 110, 726, 1928, 4618, 4166, 2685, 2194]"
347,"[897, 119, 50, 1056, 2677, 2974, 4123, 4837, 3890, 4285, 2183, 3604, 2134]"
348,"[897, 119, 50, 1056, 2677, 2974, 4123, 4837, 3890, 4285, 3604, 2134, 2915]"
349,"[254, 577, 716, 1853, 1854, 2220, 2257, 2999, 3153, 3412, 4899, 4263, 2782, 865]"
350,"[4652, 3026, 645, 1381, 1415, 2352, 3941, 35, 66, 75, 4897, 5295, 4798]"
351,"[146, 204, 245, 272, 394, 457, 535, 583, 600, 726, 4899, 5382, 4263, 2782]"
352,"[3657, 2931, 3420, 4164, 87, 152, 173, 498, 1478, 2170, 326, 4906, 4796]"
353,"[3420, 4164, 82, 110, 152, 173, 296, 360, 361, 392]"
354,"[1787, 2414, 2650, 2711, 2829, 5005, 5055, 239, 994, 1699, 918, 5203, 5450, 5455, 3200, 1369]"
355,"[4476, 901, 4011, 1316, 2230, 2732, 3634, 3788, 20, 38, 968]"
356,"[3375, 4664, 4858, 1542, 702, 1546, 2634, 3192, 3746, 3996, 476, 1421]"
357,"[40, 42, 43, 44, 46, 47, 49, 52, 55, 57, 3547]"
358,"[1194, 4674, 432, 3939, 4387, 4570, 4572, 4675, 5545, 5638, 239, 4967]"
359,"[5321, 471, 5583, 5588, 476, 547, 597, 709, 763, 994, 5593]"
360,"[5212, 5215, 5211, 5214, 5216, 5237, 726, 1669, 2202, 3360, 365, 663, 2991]"
361,"[5201, 5202, 3978, 4070, 1563, 1566, 1570, 1571, 1572, 1573, 2920]"
362,"[1954, 2445, 3779, 4615, 4909, 5476, 345, 1422, 1424, 4759, 5049, 1818]"
363,"[4623, 1863, 4400, 353, 2750, 2751, 4626, 4064, 3807, 1177, 110, 726, 4166, 2685]"
364,"[1436, 3024, 3348, 4128, 486, 23, 24, 43, 44, 46, 1824]"
365,"[866, 1227, 1228, 3701, 1065, 1093, 2389, 2712, 4857, 4752, 2518]"
366,"[1870, 4907, 1068, 580, 3834, 4442, 4001, 1134, 1136, 1137, 2805, 1880, 2107, 4919]"
367,"[782, 962, 1452, 1509, 2240, 2432, 2857, 2894, 5240, 5314, 1309, 5041, 1240]"
368,"[589, 2205, 2440, 2692, 2736, 2770, 2915, 3319, 3326, 3920, 742, 743, 59, 741, 4897]"
369,"[5215, 5211, 5214, 5216, 5237, 726, 1669, 2202, 3360, 4604, 365, 663, 2991]"
370,"[4035, 5392, 5393, 702, 1542, 3192, 3746, 3996, 4382, 4663, 5436, 2183, 1667, 1013, 3170, 15, 92]"
371,"[1423, 1537, 2287, 2822, 3279, 345, 1422, 1424, 103, 263, 5593, 1391, 4897, 3886]"
372,"[209, 718, 1201, 1762, 2412, 3185, 3490, 1048, 583, 655, 5593, 5018]"
373,"[65, 199, 1088, 1209, 1891, 2227, 2969, 3528, 3532, 44, 4316, 3790, 4313, 4320, 4319]"
374,"[2445, 3779, 4615, 4909, 5476, 345, 1422, 1424, 4654, 4371, 214]"
375,"[846, 848, 2051, 2450, 3097, 3293, 3313, 3396, 3536, 4333, 3982, 4327, 196, 324, 2327, 706]"
376,"[5321, 471, 5583, 476, 547, 597, 709, 763, 994, 1061, 5588, 5581, 5373, 5081, 5592, 5593, 3200]"
377,"[4188, 1807, 2050, 2698, 3834, 4584, 5110, 5579, 1084, 1391]"
378,"[167, 2072, 3249, 3710, 3254, 2004, 1533, 2064, 5333, 2005, 3787, 560, 131, 5139, 2851, 1420, 170, 1003]"
379,"[46, 52, 55, 57, 68, 73, 80, 84, 86, 88, 2685, 3826]"
380,"[4951, 1096, 1062, 1388, 1166, 4778, 1604, 102, 1410, 5392, 214]"
381,"[2005, 2067, 2070, 3251, 4543, 2069, 2604, 2820, 3253, 166, 4395, 4597, 1376]"
382,"[2122, 2121, 2123, 612, 2456, 679, 5247, 5604, 277, 173, 4166, 5203, 2685]"
383,"[146, 204, 245, 272, 394, 457, 535, 583, 600, 772, 5074]"
384,"[3746, 3996, 4035, 4382, 4663, 5329, 5393, 5029, 396, 4825, 5428, 5032, 4196, 12, 326, 4906, 3505, 4768]"
385,"[3279, 103, 263, 407, 410, 411, 631, 676, 817, 930, 3787, 5139, 2851, 1420, 3886, 1423, 1537]"
386,"[325, 1216, 5450, 4213, 5590, 1809, 3036, 3200, 3292, 3988, 5592, 5593, 5582, 3459, 2805, 4188, 3113, 1349]"
387,"[1227, 1228, 3701, 1065, 1093, 2389, 2712, 4857, 140, 205, 2029]"
388,"[468, 3655, 219, 452, 453, 529, 550, 636, 637, 1085, 1309]"
389,"[1945, 1947, 2059, 2338, 2601, 2994, 3079, 4561, 5057, 5535, 742]"
390,"[825, 876, 1251, 1257, 1771, 2700, 4785, 4804, 5275, 1853, 4584]"
391,"[5604, 613, 757, 961, 1203, 1260, 1937, 2164, 2540, 2550, 797, 2851, 5373, 5412, 2129, 476, 1421]"
392,"[1048, 939, 655, 944, 1372, 2049, 3186, 3574, 3989, 4136, 5018]"
393,"[613, 757, 961, 1203, 1260, 1937, 2164, 2540, 2550, 2754, 214]"
394,"[704, 707, 820, 1117, 1691, 1714, 2747, 2752, 3120, 3306, 5128, 4919]"
395,"[457, 535, 600, 772, 775, 857, 871, 875, 881, 884, 5593]"
396,"[219, 529, 550, 636, 637, 1085, 2160, 2807, 3140, 3326, 1309]"
397,"[1925, 4422, 2577, 552, 5115, 5033, 100, 1264, 1427, 1262, 4898]"
398,"[657, 775, 975, 1011, 1078, 1698, 2094, 3132, 3467, 4718, 4944]"
399,"[1863, 353, 2750, 2751, 4400, 4626, 4064, 1177, 2812, 3807, 3902, 4919]"
400,"[504, 1019, 1073, 1369, 1809, 2684, 2937, 3076, 3637, 3720, 5460, 846, 1216, 3362, 3042, 5584, 597, 4213]"
401,"[4143, 5217, 4436, 663, 2991, 1491, 1059, 1489, 3496, 3497, 365]"
402,"[3335, 4814, 3974, 4775, 61, 1315, 4476, 968, 901, 4011, 5167, 3634, 425, 4904]"
403,"[4298, 441, 3691, 2769, 4325, 322, 5629, 2386, 2461, 5425]"
404,"[247, 260, 1376, 2302, 4702, 4721, 741, 797, 858, 1213, 1862, 1771]"
405,"[4571, 2386, 16, 402, 1735, 2568, 3451, 190, 15, 239]"
406,"[1715, 743, 5074, 6, 8, 64, 70, 87, 124, 127]"
407,"[488, 685, 1764, 3826, 902, 903, 931, 1367, 2103, 2104, 4750]"
408,"[324, 706, 3982, 53, 1884, 2327, 4327, 196, 1684, 2670]"
409,"[1650, 5586, 115, 251, 2214, 2636, 3699, 5128, 704, 707, 1102]"
410,"[5159, 1589, 3157, 311, 1296, 5018, 3019, 1208, 4799, 5201, 765]"
411,"[4143, 4436, 1059, 244, 2017, 4478, 4799, 1362, 3172, 5182, 956]"
412,"[2845, 5, 2518, 1196, 1199, 116, 429, 436, 3817, 5641, 3658]"
413,"[2845, 5, 2518, 1196, 1199, 116, 429, 436, 3817, 5641]"
414,"[3335, 4814, 4775, 3974, 61, 1315, 968, 901, 4011, 4476, 3634]"
415,"[3375, 4314, 743, 1, 2, 4, 7, 9, 10, 11, 4056, 3018, 1591]"
416,"[34, 2561, 5225, 3716, 1727, 4798, 5295, 5382, 81, 371, 1251]"
417,"[1879, 2813, 1172, 1649, 2748, 4798, 5295, 409, 1171, 1334, 3643, 5041, 1684, 3053, 1309, 1391, 1817, 2461]"
418,"[1650, 251, 115, 2214, 2636, 3699, 5586, 5128, 1117, 265, 994]"
419,"[743, 59, 741, 742, 61, 103, 263, 402, 407, 410, 1862, 214]"
420,"[4137, 902, 903, 931, 1367, 2103, 2104, 2105, 2106, 2107, 4403]"
421,"[2515, 3886, 5133, 5282, 4608, 188, 92, 1801, 1423]"
422,"[4298, 441, 3691, 2769, 4325, 322, 5629, 1879, 2356, 2386, 1808]"
423,"[2121, 2122, 2123, 612, 2456, 49, 277, 679, 2749, 5247, 1363, 3826]"
424,"[1545, 2782, 4263, 4899, 324, 3571, 6, 8, 64, 70, 15]"
425,"[3335, 4814, 3974, 4775, 1315, 4476, 968, 901, 4011, 1316, 1363, 950]"
426,"[1037, 254, 577, 716, 742, 1018, 1853, 1854, 2220, 2257, 214]"
427,"[915, 4229, 1057, 460, 2029, 2769, 119, 2134, 3604, 463, 1771, 5204]"
428,"[2448, 2357, 4419, 819, 1857, 5259, 3087, 976, 156, 1400, 214]"
429,"[2651, 1740, 1763, 1354, 2019, 4776, 918, 427, 913, 1667, 3292, 471, 3200, 1369, 5450]"
430,"[633, 2448, 1309, 634, 635, 638, 4056, 5122, 579, 3041]"
431,"[1917, 4624, 2279, 2854, 3091, 4622, 4627, 1863, 477, 5360, 2495, 2750, 5392, 1363, 950, 782]"
432,"[579, 5185, 5290, 2187, 2213, 2765, 3068, 4021, 1870, 4907, 1363]"
433,"[4571, 16, 402, 1735, 2568, 3451, 190, 15, 239, 1194]"
434,"[2845, 5, 2518, 1196, 1199, 116, 429, 436, 3817, 5641, 950, 595, 3658]"
435,"[266, 1309, 2797, 4796, 2793, 5041, 2538, 15, 225, 367, 3588]"
436,"[1917, 4624, 2279, 2854, 3091, 4622, 4627, 1863, 477, 5360, 5606]"
437,"[34, 2561, 5225, 3716, 1727, 4798, 5295, 5382, 81, 371, 4969]"
438,"[434, 463, 1690, 2152, 2931, 3243, 3420, 3657, 4164, 81, 4499]"
439,"[5018, 209, 439, 718, 1201, 1762, 2412, 3185, 3490, 5213, 1048]"
440,"[2799, 3397, 3902, 4653, 5238, 5239, 45, 336, 343, 592, 214]"
441,"[2121, 2122, 2123, 612, 2456, 49, 277, 679, 2749, 5247, 1363, 53]"
442,"[2799, 3397, 3902, 4653, 5238, 5239, 13, 16, 17, 19, 685]"
443,"[579, 5185, 5290, 2187, 2213, 2765, 3068, 4021, 1870, 4907, 4919, 5546, 4497, 2231]"
444,"[4948, 1157, 5372, 843, 659, 1764, 4040, 627, 1231, 1436, 2769, 5000, 2001]"
445,"[488, 685, 1764, 3826, 4365, 5163, 1916, 4228, 3890, 5174]"
446,"[1879, 2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362, 2304, 4881]"
447,"[4801, 4573, 4084, 4894, 1690, 849, 1954, 2445, 3779, 4615, 3826, 2278, 4312, 5049, 3464, 5008, 626, 324]"
448,"[266, 1309, 2797, 4796, 2793, 5041, 225, 774, 962, 1013]"
449,"[2651, 1740, 1763, 1354, 2019, 4776, 918, 427, 913, 1667, 214]"
450,"[2515, 3886, 5133, 5282, 4608, 188, 92, 1801, 1423, 4056]"
451,"[4143, 5217, 4436, 663, 2991, 1491, 1059, 1489, 3496, 3497, 365]"
452,"[1316, 2230, 2732, 296, 3087, 3946, 4410, 4464, 236, 936, 3335, 968, 3634]"
453,"[3507, 3042, 3043, 5319, 117, 470, 895, 1541, 4474, 5113, 2472, 1068, 1073]"
454,"[616, 2430, 2441, 4499, 1390, 1936, 3588, 428, 632, 678, 2288, 270, 713, 2626, 5049, 2939, 1194]"
455,"[4137, 1, 2, 4, 7, 9, 10, 11, 14, 23, 5167, 4403]"
456,"[5185, 5290, 2187, 2213, 3068, 4021, 2765, 1870, 4907, 580, 4919, 4174]"
457,"[580, 4001, 4442, 1134, 1136, 1137, 1439, 2101, 2311, 3313, 5315, 4919, 1208, 5316, 1037, 1485, 1374]"
458,"[616, 2430, 2441, 4499, 1390, 1936, 3588, 428, 632, 678, 5480, 2472, 5167, 3161, 2764]"
459,"[1527, 5608, 1, 2, 4, 7, 9, 10, 11, 14, 5303]"
460,"[324, 706, 3982, 53, 1884, 2327, 4327, 196, 1684, 2670]"
461,"[434, 463, 1690, 2152, 2931, 3243, 3420, 3657, 4164, 82, 214]"
462,"[247, 260, 4702, 4721, 1376, 2302, 858, 1213, 2265, 2600, 1014, 4373]"
463,"[2515, 3886, 5133, 5282, 4608, 188, 1801, 92, 1423, 2304]"
464,"[3507, 3042, 3043, 5319, 117, 470, 895, 1541, 4474, 5113, 622, 471, 5588, 5581, 994, 5081, 5373, 4817]"
465,"[2121, 2122, 2123, 612, 2456, 49, 277, 679, 2749, 5247, 2029, 4581, 4881, 280]"
466,"[3375, 4314, 254, 577, 716, 742, 1018, 1853, 1854, 2220, 176, 1778, 3930, 1905, 5234]"
467,"[1157, 4948, 843, 5372, 659, 4040, 4305, 627, 1231, 1436, 4594, 3328, 4049, 371, 4499, 4421, 2496, 460]"
468,"[5018, 209, 718, 1201, 1762, 3185, 5213, 439, 2412, 3490, 950]"
469,"[2561, 34, 5225, 3716, 1727, 5382, 2889, 3981, 4241, 371, 5303, 5295, 4798]"
470,"[325, 1216, 5450, 4213, 4597, 31, 504, 846, 1019, 1073, 1363]"
471,"[685, 2247, 3346, 4309, 5220, 4499, 686, 1240, 1243, 2438, 2029, 3093, 4581, 4881, 280, 1694]"
472,"[3375, 4314, 14, 23, 24, 26, 29, 31, 41, 42, 3588, 3554, 4403, 538, 2231, 3331, 1202, 3930]"
473,"[1527, 5608, 23, 24, 26, 29, 31, 42, 43, 44, 5593]"
474,"[4298, 441, 3691, 4325, 322, 5629, 2356, 2461, 4111, 5425]"
475,"[2651, 1740, 1763, 1354, 4776, 2019, 918, 1667, 2414, 2711, 214]"
476,"[1715, 5074, 902, 903, 931, 1367, 2103, 2104, 2105, 2106]"
477,"[2448, 2357, 4419, 819, 1857, 5259, 3087, 976, 1400, 156, 5303]"
478,"[325, 1216, 5450, 4213, 4597, 504, 846, 1019, 1073, 1369, 5167, 5584]"
479,"[266, 2797, 4796, 2793, 5041, 225, 367, 459, 774, 782, 1309]"
480,"[4137, 2105, 2106, 2107, 2167, 2861, 4014, 4168, 4169, 4170, 4403, 3375, 5336, 905]"
481,"[915, 4229, 460, 1057, 2029, 119, 2134, 3604, 1240, 2231, 1363]"
482,"[4571, 1735, 2568, 3451, 190, 239, 1194, 4674, 4967, 617, 15]"
483,"[1545, 2782, 4263, 4899, 3571, 39, 589, 2205, 2440, 2692]"
484,"[633, 634, 635, 638, 4056, 5122, 3041, 232, 468, 3655, 1309]"
485,"[1715, 5074, 146, 204, 245, 251, 272, 394, 439, 457]"
486,"[1650, 5586, 115, 2214, 2636, 3699, 5128, 704, 707, 3120]"
487,"[2356, 2461, 4111, 5425, 4969, 139, 900, 3325, 4115, 2856, 441, 3691]"
488,"[4797, 434, 2152, 3243, 3657, 2931, 3420, 267, 932, 632, 2518, 2845, 5]"
489,"[325, 1216, 5450, 4213, 504, 846, 1019, 1073, 1369, 1809, 5582, 3459, 1349, 5584, 3309, 5592, 5593]"
490,"[2247, 5220, 3346, 4309, 686, 1240, 2438, 2883, 5504, 1243, 15, 3409]"
491,"[209, 718, 1201, 1762, 3185, 5213, 2412, 3490, 5319, 1048, 3857]"
492,"[1194, 4674, 4967, 617, 1108, 1608, 13, 17, 19, 21, 15]"
493,"[4164, 87, 152, 173, 498, 1478, 2170, 2340, 2557, 2653, 3930]"
494,"[167, 2072, 3249, 3710, 3254, 2004, 1376, 2064, 5333, 2070, 4564, 522]"
495,"[1037, 254, 577, 716, 1018, 1853, 1854, 2220, 2257, 2999, 2840, 214]"
496,"[1545, 2782, 4263, 4899, 3571, 6, 8, 64, 70, 87, 3504]"
497,"[3743, 2281, 2433, 3595, 1105, 5378, 3449, 2534, 3863, 5292, 4899, 4263, 2782]"
498,"[459, 782, 797, 962, 1102, 1452, 1509, 1880, 2240, 2432, 1309, 5041]"
499,"[633, 634, 635, 638, 4056, 5122, 3041, 232, 468, 3655, 1309]"
500,"[1527, 5608, 24, 26, 29, 41, 42, 43, 44, 46, 15]"
501,"[3271, 4898, 124, 127, 128, 132, 159, 206, 227, 233, 5167]"
502,"[152, 173, 498, 1478, 2170, 2340, 2557, 2653, 2973, 3405, 3826, 4164, 3134, 214, 5032, 4196]"
503,"[3507, 3042, 3043, 117, 470, 895, 1541, 4474, 5113, 5321, 5373, 471, 5588, 5581, 994, 5081, 15, 3200]"
504,"[167, 2072, 3249, 3710, 3254, 2004, 2064, 5333, 2005, 2067, 765]"
505,"[4653, 2799, 3397, 3902, 5238, 5239, 20, 38, 40, 43, 2749]"
506,"[706, 3982, 53, 1884, 2327, 4327, 196, 1684, 2670, 3113, 324, 1364, 3409]"
507,"[3655, 4462, 232, 468, 219, 529, 550, 636, 637, 1085, 1309]"
508,"[59, 741, 13, 17, 19, 21, 22, 25, 27, 30, 743, 742]"
509,"[3113, 4527, 3590, 2166, 3588, 3630, 3822, 368, 1274, 2501, 324, 4327, 950, 3982, 2327]"
510,"[104, 651, 3709, 1711, 136, 137, 226, 2084, 5088, 1878, 2816]"
511,"[1157, 4948, 843, 5372, 659, 4040, 4305, 627, 1231, 1436, 5047, 5303]"
512,"[5159, 1589, 3157, 311, 1296, 3019, 1208, 4799, 5202, 5201, 4499, 1862]"
513,"[1316, 2230, 2732, 236, 296, 936, 1363, 1694, 1695, 2158, 3335, 968, 3634, 2524, 4814, 5222, 5041]"
514,"[3271, 4898, 2107, 2167, 2861, 4014, 4168, 4169, 4170, 4273, 1862]"
515,"[2889, 3981, 4241, 2339, 3711, 4652, 3026, 1415, 3941, 4969, 3696, 5295, 4798]"
516,"[5217, 663, 2991, 1491, 1489, 3496, 3497, 2524, 5180, 5323]"
517,"[20, 21, 36, 37, 38, 39, 40, 44, 46, 47, 2524, 5593]"
518,"[167, 2072, 3249, 3710, 3254, 2004, 2064, 5333, 2005, 2067, 4571, 4564]"
519,"[2167, 2861, 4014, 4168, 4169, 4170, 4273, 4951, 5082, 5508, 931, 3930, 1905]"
520,"[2524, 5180, 5323, 1362, 3172, 5182, 5233, 1490, 2446, 2659, 2991]"
521,"[104, 651, 3709, 1711, 136, 137, 226, 2084, 5088, 1878, 5279, 2816]"
522,"[5321, 471, 5583, 5588, 547, 763, 1061, 1349, 1813, 2173, 5581, 994, 5081, 5373, 3200, 5605, 1369, 918]"
523,"[4801, 4573, 4084, 4894, 849, 1954, 2445, 3779, 4615, 4909, 1915, 4425, 3318, 2154, 1051, 4841, 4283, 4404]"
524,"[488, 3826, 4273, 4951, 5082, 5508, 4578, 2510, 1898, 4295, 1824]"
525,"[915, 4229, 460, 1057, 2029, 119, 2134, 3604, 2231, 3827]"
526,"[580, 4442, 4001, 1134, 1136, 1137, 1439, 2101, 2311, 3313, 1862, 214]"
527,"[2067, 2005, 2070, 3251, 2069, 2604, 2820, 3253, 166, 5514, 4571, 4564]"
528,"[1537, 2287, 2822, 3279, 345, 1422, 1424, 4094, 2890, 3102, 1423]"
529,"[2247, 3346, 4309, 5220, 686, 1243, 2438, 2883, 5504, 199, 214]"
530,"[146, 204, 245, 272, 394, 457, 535, 583, 600, 726, 4403]"
531,"[2414, 2711, 2829, 5055, 427, 913, 1787, 2650, 5005, 4173, 214]"
532,"[873, 2741, 5477, 3459, 1290, 3977, 2666, 1075, 3895, 4935, 1824, 214]"
533,"[265, 323, 704, 707, 820, 1117, 1691, 1714, 2747, 2752, 5128]"
534,"[1037, 22, 25, 27, 30, 32, 33, 35, 36, 37, 214]"
535,"[616, 2430, 2441, 1390, 1936, 428, 825, 876, 1771, 4785, 4750]"
536,"[3120, 3306, 265, 323, 820, 1117, 1691, 1714, 2747, 2752, 3292]"
537,"[82, 110, 152, 173, 296, 360, 361, 392, 498, 527, 4164]"
538,"[2357, 4419, 819, 5259, 1857, 976, 1400, 156, 3166, 4462, 956]"
539,"[4111, 4969, 139, 900, 3325, 4115, 939, 2302, 96, 148, 441, 3691]"
540,"[3113, 3590, 4527, 368, 1274, 2166, 2501, 3154, 3188, 3592, 3982, 324, 2327, 4327, 5167, 196, 706]"
541,"[39, 589, 2205, 2440, 2692, 2736, 2770, 2915, 3319, 3326, 5074, 5167]"
542,"[3271, 4898, 41, 46, 52, 55, 57, 65, 68, 73, 950]"
543,"[22, 25, 27, 30, 32, 33, 35, 36, 37, 40, 4898, 280]"
